Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
1/3/2012 8:00,-14.8,-21.3,58,26,24.1,101.07,cloudy
1/3/2012 9:00,-15.0,-21.9,56,19,24.1,101.2,cloudy
1/3/2012 10:00,-15.3,-22.2,56,24,24.1,101.29,cloudy
1/3/2012 11:00,-14.9,-22.2,54,22,24.1,101.33,cloudy
1/3/2012 12:00,-14.9,-22.6,52,20,24.1,101.34,clear
1/3/2012 13:00,-15.1,-22.4,54,22,24.1,101.34,clear
1/3/2012 14:00,-14.9,-22.9,50,22,24.1,101.38,clear
1/3/2012 15:00,-14.8,-22.2,53,19,24.1,101.44,clear
1/3/2012 16:00,-15.3,-22.9,52,22,24.1,101.51,clear
1/3/2012 17:00,-15.8,-23.2,53,22,24.1,101.58,clear
1/3/2012 18:00,-16.3,-23.8,52,24,25.0,101.64,clear
1/3/2012 19:00,-16.9,-24.8,50,24,25.0,101.74,clear
1/3/2012 20:00,-17.3,-25.4,49,24,25.0,101.82,clear
1/3/2012 21:00,-17.0,-24.6,52,15,25.0,101.86,cloudy
1/3/2012 22:00,-17.1,-24.6,52,20,25.0,101.86,cloudy
1/3/2012 23:00,-17.3,-24.2,55,17,25.0,101.87,cloudy
1/4/2012 0:00,-17.5,-24.2,56,13,25.0,101.88,cloudy
1/4/2012 1:00,-17.9,-24.1,58,11,25.0,101.86,clear
1/4/2012 2:00,-18.1,-23.8,61,15,25.0,101.89,clear
1/4/2012 3:00,-18.5,-24.6,59,13,25.0,101.88,clear
1/4/2012 4:00,-18.5,-24.6,59,13,25.0,101.82,clear
1/4/2012 5:00,-18.6,-24.0,62,9,25.0,101.77,clear
1/4/2012 6:00,-18.5,-24.1,61,11,25.0,101.74,cloudy
1/4/2012 7:00,-18.2,-24.1,60,11,25.0,101.75,cloudy
1/4/2012 8:00,-17.8,-24.2,57,17,24.1,101.73,cloudy
1/4/2012 9:00,-16.8,-22.5,61,9,24.1,101.68,cloudy
1/4/2012 10:00,-15.2,-20.6,63,7,24.1,101.54,cloudy
1/4/2012 11:00,-14.2,-21.1,56,13,24.1,101.41,cloudy
1/4/2012 12:00,-13.7,-21.7,51,11,24.1,101.25,snow
1/4/2012 13:00,-12.4,-20.1,53,11,24.1,101.07,cloudy
1/4/2012 14:00,-11.3,-19.0,53,7,19.3,100.97,snow
1/4/2012 15:00,-10.2,-16.3,61,11,9.7,100.89,snow
1/4/2012 16:00,-9.4,-15.5,61,13,19.3,100.79,snow
1/4/2012 17:00,-8.9,-13.2,71,9,4.8,100.76,snow
1/4/2012 18:00,-8.9,-12.6,75,11,9.7,100.69,snow
1/4/2012 19:00,-8.4,-12.7,71,9,16.1,100.65,snow
1/4/2012 20:00,-7.8,-12.1,71,9,16.1,100.61,snow
1/4/2012 21:00,-7.6,-11.6,73,7,11.3,100.54,snow
1/4/2012 22:00,-9.5,-12.7,77,6,9.7,100.5,snow
1/4/2012 23:00,-9.6,-12.6,79,6,9.7,100.42,snow
1/5/2012 0:00,-8.8,-11.7,79,4,9.7,100.32,snow
1/5/2012 1:00,-7.5,-10.2,81,0,9.7,100.29,snow
1/5/2012 2:00,-5.4,-8.3,80,9,8.0,100.28,snow
1/5/2012 3:00,-5.0,-7.7,81,11,9.7,100.24,snow
1/5/2012 4:00,-4.1,-6.5,83,9,4.8,100.21,snow
1/5/2012 5:00,-7.0,-9.5,82,4,4.0,100.19,snow
1/5/2012 6:00,-8.2,-10.7,82,6,6.4,100.26,snow
1/5/2012 7:00,-7.1,-9.7,82,9,9.7,100.31,snow
1/5/2012 8:00,-6.1,-9.1,79,11,9.7,100.39,snow
1/5/2012 9:00,-6.6,-10.1,76,9,24.1,100.42,clear
1/5/2012 10:00,-6.0,-10.0,73,17,48.3,100.45,clear
1/5/2012 11:00,-5.6,-10.2,70,22,48.3,100.41,clear
1/5/2012 12:00,-4.7,-9.6,69,20,48.3,100.38,clear
1/5/2012 13:00,-4.4,-9.7,66,26,48.3,100.4,clear
1/5/2012 14:00,-5.1,-10.7,65,22,48.3,100.46,clear
1/5/2012 15:00,-4.3,-12.0,55,26,48.3,100.52,clear
1/5/2012 16:00,-5.0,-12.7,55,19,24.1,100.6,clear
1/5/2012 17:00,-6.7,-14.1,56,11,25.0,100.65,clear
1/5/2012 18:00,-7.1,-14.4,56,11,25.0,100.71,clear
1/5/2012 19:00,-9.2,-15.4,61,7,25.0,100.8,clear
1/5/2012 20:00,-9.8,-15.7,62,9,25.0,100.83,clear
1/5/2012 21:00,-9.0,-14.8,63,13,25.0,100.83,clear
1/5/2012 22:00,-9.9,-15.7,63,7,25.0,100.85,cloudy
1/5/2012 23:00,-9.4,-15.5,61,9,25.0,100.83,cloudy
1/6/2012 0:00,-9.6,-16.8,56,13,25.0,100.81,cloudy
1/6/2012 1:00,-10.0,-17.3,55,17,25.0,100.81,cloudy
1/6/2012 2:00,-10.5,-16.5,61,9,25.0,100.84,cloudy
1/6/2012 3:00,-10.6,-16.0,64,0,9.7,100.76,snow
1/6/2012 4:00,-11.3,-16.1,68,15,3.2,100.7,snow
1/6/2012 5:00,-11.8,-16.0,71,19,2.8,100.61,snow
1/6/2012 6:00,-12.0,-16.2,71,22,4.8,100.58,snow
1/6/2012 7:00,-14.4,-16.3,85,22,2.4,100.52,snow
1/6/2012 8:00,-12.3,-16.2,73,24,11.3,100.51,snow
1/6/2012 9:00,-12.5,-16.7,71,26,19.3,100.53,snow
1/6/2012 10:00,-12.3,-16.3,72,28,16.1,100.47,snow
1/6/2012 11:00,-12.0,-16.0,72,17,24.1,100.36,snow
1/6/2012 12:00,-11.7,-15.4,74,28,19.3,100.23,snow
1/6/2012 13:00,-11.9,-15.6,74,20,24.1,100.13,snow
1/6/2012 14:00,-11.2,-14.8,75,19,19.3,100.07,snow
1/6/2012 15:00,-11.5,-14.4,79,19,12.9,100.06,snow
1/6/2012 16:00,-11.6,-14.7,78,19,19.3,100.1,snow
1/6/2012 17:00,-11.2,-14.3,78,17,25.0,100.15,snow
1/6/2012 18:00,-10.5,-13.6,78,17,19.3,100.12,cloudy
1/6/2012 19:00,-10.5,-13.4,79,15,25.0,100.13,cloudy
1/6/2012 20:00,-10.2,-13.0,80,11,25.0,100.15,cloudy
1/6/2012 21:00,-9.5,-12.5,79,9,25.0,100.13,cloudy
1/6/2012 22:00,-9.3,-12.2,79,11,19.3,100.16,cloudy
1/6/2012 23:00,-9.0,-12.0,79,7,16.1,100.15,cloudy
1/7/2012 0:00,-8.7,-11.7,79,6,16.1,100.13,cloudy
1/7/2012 1:00,-8.5,-11.4,80,0,19.3,100.11,cloudy
1/7/2012 2:00,-8.1,-11.1,79,4,19.3,100.15,cloudy
1/7/2012 3:00,-7.8,-10.8,79,4,19.3,100.12,cloudy
1/7/2012 4:00,-7.5,-10.5,79,6,19.3,100.1,cloudy
1/7/2012 5:00,-6.9,-9.7,80,4,19.3,100.12,cloudy
1/7/2012 6:00,-6.7,-9.5,80,7,16.1,100.12,cloudy
1/7/2012 7:00,-7.0,-9.7,81,7,16.1,100.16,cloudy
1/7/2012 11:00,-5.4,-7.7,84,9,9.7,100.08,drizzle
1/7/2012 12:00,-5.5,-7.8,84,13,9.7,100.05,drizzle
1/7/2012 14:00,-4.4,-6.9,83,6,8.0,100.09,snow
1/7/2012 15:00,-3.7,-6.1,83,11,8.0,100.09,snow
1/7/2012 16:00,-3.6,-5.9,84,0,8.0,100.15,snow
1/7/2012 17:00,-3.1,-5.4,84,13,8.0,100.27,snow
1/7/2012 18:00,-3.2,-5.3,85,6,9.7,100.33,snow
1/7/2012 19:00,-3.0,-5.0,86,6,8.0,100.41,snow
1/7/2012 20:00,-1.8,-3.7,87,4,9.7,100.48,snow
1/7/2012 21:00,-1.3,-3.1,88,0,6.4,100.5,snow
1/7/2012 22:00,-1.5,-3.0,89,4,4.0,100.54,fog
1/7/2012 23:00,0.4,-1.5,87,22,9.7,100.62,snow
1/8/2012 0:00,0.6,-3.2,76,32,25.0,100.72,cloudy
1/8/2012 1:00,-0.6,-4.6,74,32,25.0,100.8,cloudy
1/8/2012 2:00,-1.7,-6.2,71,30,25.0,100.98,cloudy
1/8/2012 3:00,-3.5,-8.3,69,32,25.0,101.13,clear
1/8/2012 4:00,-4.4,-9.2,69,22,25.0,101.21,clear
1/8/2012 5:00,-5.9,-10.5,70,13,25.0,101.33,clear
1/8/2012 6:00,-5.8,-10.8,68,13,25.0,101.47,cloudy
1/8/2012 7:00,-5.6,-10.3,69,11,25.0,101.59,cloudy
1/8/2012 8:00,-5.9,-10.7,69,11,24.1,101.7,snow
1/8/2012 9:00,-6.4,-11.9,65,17,24.1,101.81,snow
1/8/2012 10:00,-6.5,-11.6,67,17,9.7,101.89,snow
1/8/2012 11:00,-7.1,-12.6,65,22,24.1,101.92,snow
1/8/2012 12:00,-6.7,-11.9,66,15,24.1,101.9,snow
1/8/2012 13:00,-6.5,-12.4,63,15,24.1,101.94,cloudy
1/8/2012 14:00,-6.5,-12.0,65,19,24.1,101.97,cloudy
1/8/2012 15:00,-6.6,-12.9,61,20,48.3,102.04,cloudy
1/8/2012 16:00,-6.6,-13.3,59,20,24.1,102.09,cloudy
1/8/2012 17:00,-7.2,-13.8,59,17,25.0,102.17,clear
1/8/2012 18:00,-8.1,-14.1,62,17,25.0,102.23,clear
1/8/2012 19:00,-8.0,-13.9,62,15,25.0,102.26,cloudy
1/8/2012 20:00,-8.3,-13.7,65,15,25.0,102.28,cloudy
1/8/2012 21:00,-8.3,-13.9,64,11,25.0,102.26,cloudy
1/8/2012 22:00,-8.7,-14.0,65,7,25.0,102.22,cloudy
1/8/2012 23:00,-9.0,-13.9,68,7,25.0,102.22,cloudy
1/9/2012 0:00,-9.2,-14.3,66,6,25.0,102.17,cloudy
1/9/2012 1:00,-9.8,-14.5,68,0,25.0,102.13,cloudy
1/9/2012 2:00,-9.0,-14.1,66,4,25.0,102.15,cloudy
1/9/2012 3:00,-8.8,-13.2,70,0,25.0,102.11,cloudy
1/9/2012 4:00,-8.5,-13.2,69,9,25.0,102.02,cloudy
1/9/2012 5:00,-8.4,-12.7,71,11,25.0,101.93,cloudy
1/9/2012 6:00,-7.7,-11.9,72,11,25.0,101.86,cloudy
1/9/2012 7:00,-6.8,-11.0,72,15,25.0,101.8,cloudy
1/9/2012 8:00,-5.9,-10.5,70,13,16.1,101.74,snow
1/9/2012 9:00,-5.4,-9.2,75,11,12.9,101.68,snow
1/9/2012 10:00,-4.8,-8.3,76,9,16.1,101.64,snow
1/9/2012 11:00,-3.7,-7.2,77,7,24.1,101.54,snow
1/9/2012 12:00,-2.5,-6.6,73,9,24.1,101.4,cloudy
1/9/2012 13:00,-1.7,-5.8,74,7,24.1,101.27,cloudy
1/9/2012 14:00,-1.4,-5.1,76,7,24.1,101.2,cloudy
1/9/2012 15:00,-1.0,-5.1,74,9,24.1,101.13,cloudy
1/9/2012 16:00,-1.3,-5.7,72,11,24.1,101.05,cloudy
1/9/2012 17:00,-1.4,-5.8,72,15,24.1,100.96,cloudy
1/9/2012 18:00,-1.0,-5.6,71,20,25.0,100.9,cloudy
1/9/2012 19:00,-1.1,-5.8,70,19,25.0,100.83,cloudy
1/9/2012 20:00,-1.5,-6.2,70,15,25.0,100.77,cloudy
1/9/2012 21:00,-1.7,-6.3,71,11,25.0,100.64,cloudy
1/9/2012 22:00,-0.3,-6.3,64,19,25.0,100.54,cloudy
1/9/2012 23:00,-0.2,-6.1,64,17,25.0,100.45,cloudy
1/10/2012 0:00,2.5,-5.2,57,30,25.0,100.38,cloudy
1/10/2012 1:00,2.3,-3.4,66,35,25.0,100.28,snow
1/10/2012 2:00,1.4,-2.5,75,19,6.4,100.23,snow
1/10/2012 3:00,1.6,-2.0,77,28,25.0,100.16,snow
1/10/2012 4:00,1.2,-1.7,81,26,25.0,100.07,cloudy
1/10/2012 6:00,0.7,-1.2,87,30,8.0,100.04,snow
1/10/2012 7:00,1.5,-0.7,85,20,8.0,100.08,snow
1/10/2012 8:00,1.2,-1.1,85,24,16.1,100.11,cloudy
1/10/2012 9:00,1.6,-0.8,84,17,19.3,100.23,cloudy
1/10/2012 10:00,2.0,-0.9,81,24,24.1,100.27,cloudy
1/10/2012 11:00,2.6,-1.1,77,22,24.1,100.29,clear
1/10/2012 12:00,1.4,-3.1,72,30,24.1,100.32,cloudy
1/10/2012 13:00,0.7,-5.4,64,26,24.1,100.36,cloudy
1/10/2012 14:00,-0.2,-6.2,64,26,24.1,100.45,clear
1/10/2012 15:00,-1.4,-7.9,61,30,24.1,100.65,clear
1/10/2012 16:00,-3.1,-10.9,55,30,24.1,100.81,cloudy
1/10/2012 17:00,-4.0,-12.0,54,17,24.1,100.91,cloudy
1/10/2012 18:00,-4.9,-12.7,54,15,25.0,101.04,cloudy
1/10/2012 19:00,-5.7,-13.8,53,15,25.0,101.15,cloudy
1/10/2012 20:00,-6.4,-14.3,53,13,25.0,101.24,cloudy
1/10/2012 21:00,-6.6,-13.6,57,9,25.0,101.32,cloudy
1/10/2012 22:00,-7.3,-14.7,55,13,25.0,101.34,cloudy
1/10/2012 23:00,-8.6,-15.6,57,19,25.0,101.44,cloudy
1/11/2012 0:00,-9.5,-16.8,55,17,25.0,101.43,cloudy
1/11/2012 1:00,-10.7,-17.8,56,17,25.0,101.49,clear
1/11/2012 2:00,-12.0,-18.9,56,19,25.0,101.57,clear
1/11/2012 3:00,-12.7,-19.4,57,19,25.0,101.64,clear
1/11/2012 4:00,-13.4,-20.1,57,17,25.0,101.66,clear
1/11/2012 5:00,-13.9,-21.0,55,19,25.0,101.66,clear
1/11/2012 6:00,-14.4,-21.1,57,20,25.0,101.72,clear
1/11/2012 7:00,-14.4,-21.0,57,13,25.0,101.77,cloudy
1/11/2012 8:00,-14.7,-21.4,57,15,24.1,101.8,cloudy
1/11/2012 9:00,-14.3,-20.8,58,15,24.1,101.81,cloudy
1/11/2012 10:00,-13.9,-20.9,55,11,19.3,101.89,cloudy
1/11/2012 11:00,-13.4,-20.8,54,15,24.1,101.78,cloudy
1/11/2012 12:00,-12.7,-20.4,53,17,24.1,101.68,cloudy
1/11/2012 13:00,-12.2,-20.0,52,19,24.1,101.63,cloudy
1/11/2012 14:00,-11.4,-19.4,52,20,24.1,101.56,cloudy
1/11/2012 15:00,-11.6,-19.9,50,20,24.1,101.61,cloudy
1/11/2012 16:00,-11.8,-20.9,47,20,24.1,101.6,cloudy
1/11/2012 17:00,-11.9,-20.1,51,26,24.1,101.56,cloudy
1/11/2012 18:00,-12.0,-19.9,52,24,25.0,101.51,cloudy
1/11/2012 19:00,-11.8,-19.2,54,30,25.0,101.43,cloudy
1/11/2012 20:00,-11.2,-18.1,57,24,25.0,101.4,cloudy
1/11/2012 21:00,-11.2,-16.5,65,19,25.0,101.32,cloudy
1/11/2012 22:00,-10.8,-16.0,65,22,25.0,101.29,cloudy
1/11/2012 23:00,-10.7,-15.7,67,20,25.0,101.19,cloudy
1/12/2012 0:00,-10.0,-15.2,66,19,25.0,101.17,cloudy
1/12/2012 1:00,-9.8,-15.2,65,24,25.0,101.13,cloudy
1/12/2012 2:00,-9.4,-15.0,64,26,25.0,101.08,cloudy
1/12/2012 3:00,-9.0,-14.7,63,33,25.0,101.02,cloudy
1/12/2012 4:00,-8.5,-14.1,64,22,25.0,100.93,cloudy
1/12/2012 5:00,-8.0,-13.7,64,30,25.0,100.81,cloudy
1/12/2012 6:00,-7.6,-13.1,65,28,25.0,100.76,cloudy
1/12/2012 7:00,-7.3,-12.7,65,28,16.1,100.69,snow
1/12/2012 8:00,-7.1,-11.3,72,33,6.4,100.61,snow
1/12/2012 9:00,-6.8,-10.5,75,33,3.2,100.54,snow
1/12/2012 10:00,-6.2,-9.6,77,35,4.8,100.46,snow
1/12/2012 11:00,-6.0,-9.5,76,32,2.0,100.35,snow
1/12/2012 12:00,-5.8,-8.9,79,32,4.8,100.22,snow
1/12/2012 13:00,-5.8,-8.6,81,33,1.2,100.09,snow
1/12/2012 14:00,-5.7,-8.5,81,28,1.2,99.97,snow
1/12/2012 17:00,-5.1,-7.6,83,33,1.0,99.83,snow
1/12/2012 18:00,-5.4,-8.1,81,35,1.2,99.76,snow
1/12/2012 19:00,-5.0,-7.6,82,30,4.0,99.72,snow
1/12/2012 20:00,-5.0,-7.8,81,28,6.4,99.64,snow
1/12/2012 21:00,-4.7,-7.6,80,24,6.4,99.56,snow
1/12/2012 22:00,-4.1,-6.8,81,26,25.0,99.47,snow
1/12/2012 23:00,-4.6,-7.0,83,28,3.2,99.4,snow
1/13/2012 0:00,-5.1,-7.5,83,28,2.4,99.3,snow
1/13/2012 1:00,-5.0,-7.7,81,24,4.8,99.24,snow
1/13/2012 2:00,-4.8,-7.5,81,22,25.0,99.22,snow
1/13/2012 4:00,-5.0,-7.4,83,24,11.3,99.13,cloudy
1/13/2012 5:00,-5.1,-7.7,82,20,12.9,99.06,cloudy
1/13/2012 6:00,-5.4,-7.8,83,22,16.1,98.94,cloudy
1/13/2012 7:00,-5.1,-7.7,82,22,16.1,98.84,cloudy
1/13/2012 10:00,-4.8,-7.2,83,26,12.9,98.44,drizzle
1/13/2012 12:00,-4.8,-7.5,81,24,2.0,98.07,snow
1/13/2012 13:00,-4.9,-7.3,83,20,1.2,97.99,snow
1/13/2012 14:00,-4.8,-7.0,85,6,2.0,98.07,snow
1/13/2012 15:00,-4.3,-6.5,85,13,8.0,98.1,snow
1/13/2012 16:00,-3.7,-6.0,84,11,6.4,98.16,snow
1/13/2012 17:00,-2.9,-4.8,87,15,1.6,98.23,snow
1/13/2012 18:00,-1.7,-3.3,89,26,16.1,98.32,snow
1/13/2012 19:00,-2.5,-4.5,86,33,2.0,98.6,snow
1/13/2012 20:00,-3.2,-5.1,87,32,2.0,98.89,snow
1/13/2012 21:00,-4.8,-7.9,79,37,4.8,99.09,snow
1/13/2012 22:00,-5.5,-10.1,70,32,12.9,99.28,snow
1/13/2012 23:00,-7.6,-11.2,75,35,9.7,99.51,snow
1/14/2012 0:00,-8.9,-13.1,72,39,9.7,99.67,snow
1/14/2012 1:00,-9.7,-14.3,69,24,12.9,99.85,snow
1/14/2012 2:00,-11.2,-15.5,70,28,9.7,100.01,snow
1/14/2012 3:00,-12.0,-16.2,71,24,8.0,100.16,snow
1/14/2012 4:00,-13.4,-18.9,63,20,16.1,100.26,snow
1/14/2012 5:00,-14.3,-19.8,63,24,25.0,100.39,cloudy
1/14/2012 6:00,-15.2,-20.6,63,24,25.0,100.6,cloudy
1/14/2012 7:00,-16.8,-22.2,63,26,25.0,100.73,cloudy
1/14/2012 8:00,-17.9,-23.5,62,20,24.1,100.84,cloudy
1/14/2012 9:00,-18.0,-23.6,61,19,24.1,100.97,cloudy
1/14/2012 10:00,-18.0,-23.9,60,22,24.1,101.08,cloudy
1/14/2012 11:00,-17.8,-23.9,59,20,24.1,101.14,cloudy
1/14/2012 12:00,-17.5,-23.8,58,20,48.3,101.16,cloudy
1/14/2012 13:00,-17.1,-24.1,55,17,48.3,101.18,clear
1/14/2012 14:00,-16.7,-23.4,56,17,48.3,101.2,cloudy
1/14/2012 15:00,-16.7,-23.4,56,22,48.3,101.24,cloudy
1/14/2012 16:00,-16.7,-24.3,52,19,24.1,101.3,cloudy
1/14/2012 17:00,-17.4,-24.4,54,13,25.0,101.36,cloudy
1/14/2012 18:00,-17.7,-24.3,56,20,25.0,101.46,clear
1/14/2012 19:00,-18.3,-24.4,59,17,25.0,101.56,clear
1/14/2012 20:00,-19.6,-25.8,58,13,25.0,101.62,clear
1/14/2012 21:00,-20.0,-25.9,59,11,25.0,101.65,cloudy
1/14/2012 22:00,-19.9,-26.0,58,13,25.0,101.74,cloudy
1/14/2012 23:00,-20.3,-26.2,59,9,25.0,101.79,cloudy
1/15/2012 0:00,-21.2,-26.8,61,11,25.0,101.81,cloudy
1/15/2012 1:00,-21.1,-26.6,61,9,25.0,101.86,cloudy
1/15/2012 2:00,-21.4,-26.6,63,9,25.0,101.99,cloudy
1/15/2012 3:00,-20.7,-26.1,62,4,25.0,102.04,cloudy
1/15/2012 4:00,-21.0,-26.6,61,0,25.0,102.12,cloudy
1/15/2012 5:00,-21.3,-26.5,63,6,25.0,102.19,cloudy
1/15/2012 6:00,-23.2,-28.5,62,7,25.0,102.28,cloudy
1/15/2012 7:00,-22.8,-28.0,62,9,25.0,102.37,clear
1/15/2012 8:00,-23.3,-28.5,62,7,24.1,102.45,clear
1/15/2012 9:00,-22.2,-27.8,60,9,48.3,102.57,clear
1/15/2012 10:00,-20.6,-26.8,58,9,48.3,102.66,clear
1/15/2012 11:00,-19.3,-26.1,55,9,48.3,102.68,clear
1/15/2012 12:00,-18.0,-25.5,52,13,48.3,102.67,clear
1/15/2012 13:00,-16.8,-24.2,53,20,48.3,102.65,clear
1/15/2012 14:00,-16.0,-23.4,53,26,48.3,102.66,clear
1/15/2012 15:00,-15.4,-22.8,53,24,48.3,102.71,clear
1/15/2012 16:00,-15.1,-22.8,52,24,48.3,102.79,clear
1/15/2012 17:00,-16.2,-23.2,55,15,25.0,102.85,clear
1/15/2012 18:00,-16.3,-22.9,57,17,25.0,102.89,clear
1/15/2012 19:00,-16.3,-22.7,58,20,25.0,102.94,clear
1/15/2012 20:00,-16.7,-22.4,61,17,25.0,102.98,clear
1/15/2012 21:00,-16.9,-22.2,63,15,25.0,103.02,clear
1/15/2012 22:00,-16.9,-21.7,66,17,25.0,103.07,clear
1/15/2012 23:00,-16.9,-21.4,68,15,25.0,103.09,clear
1/16/2012 0:00,-17.1,-21.9,66,15,25.0,103.09,clear
1/16/2012 1:00,-17.8,-22.7,65,6,25.0,103.05,clear
1/16/2012 2:00,-18.5,-23.0,68,6,25.0,103.08,clear
1/16/2012 3:00,-19.2,-23.8,67,6,25.0,103.07,clear
1/16/2012 4:00,-18.7,-23.5,66,0,25.0,103.05,clear
1/16/2012 5:00,-19.1,-23.3,69,0,25.0,103.02,clear
1/16/2012 6:00,-18.7,-23.2,68,0,25.0,103.01,clear
1/16/2012 7:00,-17.9,-21.5,73,4,48.3,102.96,clear
1/16/2012 8:00,-17.9,-22.6,67,9,48.3,102.9,cloudy
1/16/2012 9:00,-14.4,-20.7,59,22,48.3,102.75,cloudy
1/16/2012 10:00,-13.6,-18.7,65,19,48.3,102.62,cloudy
1/16/2012 11:00,-12.7,-17.7,66,20,48.3,102.44,cloudy
1/16/2012 12:00,-10.7,-16.9,60,19,48.3,102.17,cloudy
1/16/2012 13:00,-10.1,-16.1,61,13,48.3,101.92,cloudy
1/16/2012 14:00,-9.0,-13.8,68,13,48.3,101.71,cloudy
1/16/2012 15:00,-8.0,-13.8,63,17,48.3,101.49,cloudy
1/16/2012 16:00,-7.1,-14.1,57,9,48.3,101.41,cloudy
1/16/2012 17:00,-7.6,-14.8,56,4,25.0,101.34,cloudy
1/16/2012 18:00,-12.5,-17.5,66,15,25.0,101.31,clear
1/16/2012 19:00,-14.8,-19.1,70,15,25.0,101.23,clear
1/16/2012 20:00,-14.0,-18.3,70,13,25.0,101.19,cloudy
1/16/2012 21:00,-12.9,-17.1,71,11,25.0,101.12,cloudy
1/16/2012 22:00,-12.2,-16.5,70,9,25.0,101.05,cloudy
1/16/2012 23:00,-11.5,-15.7,71,7,25.0,100.98,cloudy
1/17/2012 0:00,-10.8,-15.0,71,9,25.0,100.94,cloudy
1/17/2012 1:00,-10.4,-14.6,71,9,25.0,100.88,cloudy
1/17/2012 2:00,-9.7,-13.7,73,9,25.0,100.84,cloudy
1/17/2012 3:00,-9.2,-13.2,73,6,25.0,100.84,cloudy
1/17/2012 4:00,-9.0,-12.2,78,6,6.4,100.8,drizzle
